wallet_id,fraud_label,fraud_score,wallet_address
3990,-1,-0.005046117813949813,0x276cdba3a39abf9cedba0f1948312c0681e6d5fd
4039,-1,-0.05532354320720445,0x27cfb59af13bd6da418892a8ae96c095189015bd
4202,-1,-0.00288149374237201,0x29502d3821b47b10eb6d91730d28354aa3e2bf64
4320,-1,-0.002554754612945298,0x2a9ff519298f90be75244f6eb0b0edb7af3c039b
4330,-1,-0.07668887776106781,0x2abe3fd3a8e3f7a15868a20daa696ff8371bc32a
4405,-1,-0.008263754191404127,0x2b6f863235e80d93100a43695d2f8dea9f756b42
4482,-1,-0.02298306747406853,0x2c3cee894f1ffa68ca6bfaa28433c52442802e93
4571,-1,-0.0027893064771014053,0x2d0237aa436812415783555f53d75eb0e53f8d6f
4616,-1,-0.02298306747406853,0x2d5df440fb1df6b7fee5b251b7f5c4ae47ac0f93
4885,-1,-0.010816053749277632,0x2fe1b45d9eab3a7fae32d931bd0ffac8b0b3f114
5063,-1,-0.014253171082209692,0x316fb96cbe2fb52dbe679d75b928fcfad858241b
5076,-1,-0.002554754612945298,0x31a1d3afbbe0da8944b3789fa634d0ec6c933497
5079,-1,-0.02351618167711711,0x31a7f6ab242ecab759f71db8bc86f3065754f5b4
5093,-1,-0.07486112769007736,0x31ce34f7fa2a42b27ff93e1ff0f8a24ab4c188f2
5104,-1,-0.04106969504776925,0x320623b8e4ff03373931769a31fc52a4e78b5d70
5189,-1,-0.003023937701971069,0x32c406c0c1ce51dc75ae7fba6287552acfb9d944
5305,-1,-0.02298306747406853,0x33acf9c4ba613760e020743fcce65b832534c236
5424,-1,-0.07486112769007736,0x34ec7879d43b561f227909443b249ac71f08e789
5431,-1,-0.07700237028275747,0x3506424f91fd33084466f402d5d97f05f8e3b4af
5466,-1,-0.057627864872008105,0x3564132e0228cbc212381f65f747155214103454
5480,-1,-0.07668887776106781,0x3586f5e1f9d985fc7a0fd5a9f5d1874f1689ef29
5496,-1,-0.07486112769007736,0x35bee9dbc61fbde1cc6fc59f602acfa127d449e8
5612,-1,-0.02298306747406853,0x36ad152a3a4473bf0fa1ca954b27eb41b242bd11
5627,-1,-0.07668887776106781,0x36d877ca4266a195c957bc5f23a561decfb94c43
5630,-1,-0.0230923547901678,0x36e36c2df35331a515b81d6dcdd2a957d91937af
5692,-1,-0.07668887776106781,0x378e06a87c2e3d05e687fdeea437484739e896be
5749,-1,-0.07486112769007736,0x381ee0963932eaa9f670e6de18f8a864414d206d
5862,-1,-0.07486112769007736,0x3949208b6c1f1230b42978dd7698e648f5e4dd19
5953,-1,-0.07486112769007736,0x3a252de41722211d702fe758c1543dd2e2c212fd
6032,-1,-0.00349343834126703,0x3af630e536ce06003b97683cb4f810b7ea0b3322
6041,-1,-0.002975270455075063,0x3b060d42a9234c602d633d54b75d00a8d19c7b71
6093,-1,-0.02298306747406853,0x3ba164dfd8f123b5c2e867f8e42fbf8abc53cb98
6125,-1,-0.07486112769007736,0x3bf7c44c67539c6b4a2a5466e8b72262fa805630
6134,-1,-0.007280883278962258,0x3c0e2d94897b5196471d4d860d1452496dc94b4f
6148,-1,-0.024725220413163496,0x3c3a81e81dc49a522a592e7622a7e711c06bf354
6173,-1,-0.07486112769007736,0x3c795d60bd0892ff031b4577f787f3109ba6bffa
6208,-1,-0.07668887776106781,0x3cc4d4654e02276fe983e05abf22c94460585bc4
6261,-1,-0.0013348001955414412,0x3d1d8a1d418220fd53c18744d44c182c46f47468
6265,-1,-0.07486112769007736,0x3d25c33f5f01fbc86138724389cbabce155dc204
6380,-1,-0.05026474466374464,0x3e6118da317f7a433031f03bb71ab870d87dd2dd
6381,-1,-0.07668887776106781,0x3e61b8d02c4eff53c7c43d8848a5a419d32a1031
6484,-1,-0.057627864872008105,0x3f62aba94086aca2480ded3e54ea7bc8176efbd5
6550,-1,-0.07486112769007736,0x3ff88db2aff8ddaeb7a7337deb87018c1f8aeb65
6581,-1,-0.006610607774663713,0x40386a2c10d9e900566836700f306e9a740a7632
6608,-1,-0.02448324903447474,0x408e41876cccdc0f92210600ef50372656052a38
6664,-1,-0.004134907174110136,0x4134f7af497aee7048085ca1059dc538cc9996ef
6832,-1,-0.002554754612945298,0x42c037c594eefeca741e9dd66af91e7ffd930872
6906,-1,-0.07486112769007736,0x4346a31a934504dc6ddb147be7e413341d65ffc9
6945,-1,-0.024725220413163496,0x43afc3f5df6aff9ec8bc6a47bfc5c4c2227a50e9
6962,-1,-0.02298306747406853,0x43dfa2956b03d701948444e7a0fca028a7f9ebe2
6969,-1,-0.07668887776106781,0x43ea66bc3135e45b73c3bf723d306a2fd3f7af1d
6991,-1,-0.002320282082660108,0x44407b806260df5dd503c72b544fccae1e036ab8
6997,-1,-0.005752541232243669,0x4457ee76a77a68dbb70c74ce22fec0b463b0ca4b
7054,-1,-0.07486112769007736,0x44c9c18bf3e4498b552396577add0179d0d73b21
7086,-1,-0.07668887776106781,0x4511df608fb1edee7848d4bebb3560e510c17cc5
7099,-1,-0.07486112769007736,0x4539a7c83ceefcadd13ed4e29e2026a72ca7dc47
7125,-1,-0.07726211152634666,0x4575f41308ec1483f3d399aa9a2826d74da13deb
7157,-1,-0.003023937701971069,0x45a74c8d85b0d532d39cc7d105eec4aef4ef9441
7232,-1,-0.001983078586926479,0x46705dfff24256421a05d056c29e81bdc09723b8
7309,-1,-0.07486112769007736,0x475b05ac2089b8caaca42cb560fec177bda6a435
7356,-1,-0.07668887776106781,0x47f3e3808dc6e1b50dca34f9c14c9fee6b13d546
7382,-1,-0.0230923547901678,0x482a42e47ac1af9e559df3d7e1d4dabde75c22d4
7444,-1,-0.011706613897135565,0x48c04ed5691981c42154c6167398f95e8f38a7ff
7479,-1,-0.02298306747406853,0x490c13c137386048802563cf8401d05c350bc2f1
7482,-1,-0.07668887776106781,0x491604c0fdf08347dd1fa4ee062a822a5dd06b5d
7536,-1,-0.07486112769007736,0x497fd054722edd10413d3245c1511279ce0052b0
7641,-1,-0.02298306747406853,0x4a5d94b9648581ef8700c6bae0f51404bc432b8a
7677,-1,-0.003258648314406032,0x4ad8d9cf9424b477e77a0d7c339c4de792b92fc6
7728,-1,-0.023999551779667283,0x4b5f49487ea7b3609b1ad05459be420548789f1f
7750,-1,-0.05582844101713924,0x4b90fbc457b407d1ad36bdc653c26e31320e7e2f
7782,-1,-0.07668887776106781,0x4bcd79d7d84655e4e3f15475c764a286c44c7b2a
7860,-1,-0.07486112769007736,0x4cb46b5de0e481df0f0e23f94baab24201294613
7866,-1,-0.04248399499245903,0x4cd00e387622c35bddb9b4c962c136462338bc31
7987,-1,-0.07486112769007736,0x4def5e31bc6cce82628beb022b7789e92cfe969e
8006,-1,-0.07726211152634666,0x4e15361fd6b4bb609fa63c81a2be19d873717870
8220,-1,-0.07486112769007736,0x5026d19ce819da35c06bf6ce5c7f52856a69b255
8241,-1,-0.057627864872008105,0x50553500f157e5c3b0bf4ddfd64dd8229492883d
8267,-1,-0.010525429224259808,0x509a23386f71564e549a673990db4c878df2592e
8281,-1,-0.003258648314406032,0x50be13b54f3eebbe415d20250598d81280e56772
8283,-1,-0.07486112769007736,0x50c0db0b8c35bad7b81124863ad83b21d1bbebee
8300,-1,-0.07486112769007736,0x50e97658b87fd2120ebc8d28200864bf831ddf65
8314,-1,-0.07486112769007736,0x510365d024030d72e26faa6a4b989e3fc8c9e334
8346,-1,-0.041310895831981,0x517058e32d735572e6d4c98477137d59331279b7
8362,-1,-0.00434041096660398,0x51b3e18ac3b1ad82f1b7dcfcecc3f1f87d5ba72b
8384,-1,-0.05532354320720445,0x51fc14d67e26b6a6461a40b88c48f454a570a11e
8507,-1,-0.006610607774663713,0x531f34da1e8145862f1dc011ec3abc38aafdbcc0
8541,-1,-0.057627864872008105,0x5395bfd68d78e05f6d58c06cefae6c5242f35ed2
8606,-1,-0.002554754612945298,0x544059d6eb3b9d5f7c8539d8bb068b99e8131a1f
8744,-1,-0.006445911967332907,0x559432e18b281731c054cd703d4b49872be4ed53
8818,-1,-0.057627864872008105,0x565da261d4d2bb58e021a0b5e9f7eaf0c286288f
8905,-1,-0.07486112769007736,0x571d4cc1bbfb86e88af5fb94143737513af61fa6
8957,-1,-0.07668887776106781,0x579cea1889991f68acc35ff5c3dd0621ff29b0c9
8983,-1,-0.07726211152634666,0x57e114b691db790c35207b2e685d4a43181e6061
9045,-1,-0.024725220413163496,0x585f91883726b9a99e2b7e698787e200a5a3f8a0
9067,-1,-0.04902453154777453,0x5899efea757e0dbd6d114b3375c23d7540f65fa4
9070,-1,-0.07726211152634666,0x589f970e3c8d7e00b38112fcb01fa879d4061a67
9096,-1,-0.04612982866933257,0x58d6a78c0d986d6bc6a3190ee275bfd6ab8a8f15
9105,-1,-0.07486112769007736,0x58e42a524b501d5511b4f24fc0dc0ac133352127
9133,-1,-0.02298306747406853,0x593ee584ab8f3358139b0e07199b08072e14c571
9172,-1,-0.07486112769007736,0x59a3255b9694408d995d8bfa99b1af6e45406135
9273,-1,-0.07778185769390988,0x5a98fcbea516cf06857215779fd812ca3bef1b32
9313,-1,-0.07668887776106781,0x5b1e77655bb5dfa71d6cb8392a86e2d10d077b25
9323,-1,-0.011576382979640032,0x5b569fe56da606e724861b3f029b27019d4d0fc7
9336,-1,-0.023999551779667283,0x5b7533812759b45c2b44c19e320ba2cd2681b542
9342,-1,-0.07486112769007736,0x5b88087a8a5ec8a6454db7841250f77750f24956
9352,-1,-0.07486112769007736,0x5b992e1db90c2e80823de1584dc37fde5795a9ee
9420,-1,-0.07486112769007736,0x5c337e912010229bf26c6032a9570e7be33c2242
9493,-1,-0.07486112769007736,0x5ce60228872f5afb97339674d79f4f1942ed676b
9497,-1,-0.023999551779667283,0x5cf04716ba20127f1e2297addcf4b5035000c9eb
9597,-1,-0.003023937701971069,0x5e078724d3f2ee6279fea55cfd7897a2971a8158
9656,-1,-0.07486112769007736,0x5e85ccbeedb38a7ae47051e104b713ece4c56e5a
9758,-1,-0.07486112769007736,0x5fd184e2195c8de44ae4994d190243b77ef79cac
9771,-1,-0.003796566108559385,0x5fe71a7f69f89e007dd3df1b84c5dce01d008bff
9787,-1,-0.010296301630307814,0x602b9bb14066089ddf1203906d10b146c6877677
9825,-1,-0.0020858888594124103,0x60a068ae21be0cc3120d58519470c75d8890ed73
9880,-1,-0.02298306747406853,0x611a761949a94d2967bef2d02d376547aab8d5bd
9903,-1,-0.00500407307888695,0x615e1000184ae78d3e38a995ac252aa080afbb9a
9946,-1,-0.07486112769007736,0x61d99febe737ee6b77fb8c07dcc35a8b599ce855
10100,-1,-0.010525429224259808,0x6358b988558cc2a65d781b5e314c0b300c904631
10412,-1,-0.010816053749277632,0x66ac3962015cf5ab2398429392a39581852f306a
10475,-1,-0.07486112769007736,0x673f34aa876503f9be84cb73e82e47ed70bc2d7f
10493,-1,-0.07668887776106781,0x67615c1b2746caf1327697464b9de3074d47448a
10498,-1,-0.07486112769007736,0x676ec1e5464dd669a1a52a083a598bdabf6af51d
10673,-1,-0.002320282082660108,0x6926b565624086189e32b8a315e99a204a2d1786
10796,-1,-0.004134907174110136,0x6a48ff59d2f0954e2b35cd50352a7c9412cf76ee
10810,-1,-0.009867467959315035,0x6a663de2a69b0a41d9fdc61a96611c7f80170418
10906,-1,-0.05532354320720445,0x6b5e838e2b15aee68eb41f509101f956c4f2811f
10911,-1,-0.02298306747406853,0x6b72682342af31f3828f1af3b05fafaee3eef13f
11010,-1,-0.02351618167711711,0x6c5ba91642f10282b576d91922ae6448c9d52f4e
11048,-1,-0.024725220413163496,0x6cd33395616ea3fcba3ccd6a89e93145a463a18b
11052,-1,-0.006610607774663713,0x6cdb7776f6a20b9ed4441b791e9541a6fc04e313
11096,-1,-0.02298306747406853,0x6d5a4291f09fbdac6b1ec63366fd117282f5a8fe
11102,-1,-0.07486112769007736,0x6d6b76aec9aa130cdd69fb1dc4922078932398f2
11138,-1,-0.030924954700146334,0x6dc31052263df10ef90fba2342c54e6bcd65cb6a
11182,-1,-0.07668887776106781,0x6e1a40fb675dd190d0e4fcf570fcf84f96d9ca5f
11199,-1,-0.0230923547901678,0x6e3437ea0de481f703038f3aa3cbb7d362a99a9b
11201,-1,-0.006610607774663713,0x6e351029c6d597ba3b9d56d0322bab7873f99a9b
11206,-1,-0.006610607774663713,0x6e35a0d987bdfa85ca6a65841e73eda873f99a9b
11306,-1,-0.07486112769007736,0x6f3cb136ff238d466de0fd4b736a4b0072aeab96
11307,-1,-0.002271664202099344,0x6f42b25b83bb4f2f388188895753ce930328fdf7
11395,-1,-0.07486112769007736,0x7024c5129db9bdfc57b9ca930095974c340b3160
11406,-1,-0.012930741464843742,0x7046c98f18d4a7c7bcaa82ae652ecbf14cbab017
11422,-1,-0.017613043823445307,0x7078d8779529a52e77571342e2eb9af3c5bf4526
11563,-1,-0.0027893064771014053,0x7206db993b17334def420f3b0965b771336fb317
11583,-1,-0.07486112769007736,0x7242f2a67ba523d0884fa8ce0f574131db56dbd3
11609,-1,-0.005516987095586234,0x7295f9abdfe24b2421213c60294e56b0b71b8d61
11753,-1,-0.0011602662649420337,0x741c92b3ab24130d51bb5ec2110266e98e393ac4
11793,-1,-0.057627864872008105,0x746b98d64d7f9a0219c067bcd833a0ef2dead71f
11860,-1,-0.07486112769007736,0x75304963dc8bcf252b143d802c97c40f47e8adc3
11880,-1,-0.05532354320720445,0x755fce645477eb468769c6e08278edeb054551e8
11974,-1,-0.00288149374237201,0x76530e950c6fe3ae16d9fd4a21075613c19a80f1
11975,-1,-0.0027429537132982462,0x7656ac5bb16d23a6ea211d0194687da2159a80f1
12017,-1,-0.07668887776106781,0x769c9bba8dce6babc3c4959e193f042ab7468e54
12031,-1,-0.00731861976767334,0x76d488970244c2e5e75599dae1ad1f785f576cf2
12064,-1,-0.028680838289945387,0x7718af49ef1f4dddc8c0f6d35ab21ff46d90b756
12194,-1,-0.004134907174110136,0x7841f1833fc4088cabf2e50b407dcea7050156a1
12292,-1,-0.0007012996173276775,0x7968ef935c0e284f6812f198e34c66f8094b757b
12379,-1,-0.001279926863442582,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
12387,-1,-0.07486112769007736,0x7a39b04201158314ab37754db33447184a233c76
12401,-1,-0.02298306747406853,0x7a7cba434ef554c0a27646e820738dcd9e847c1d
12631,-1,-0.07668887776106781,0x7d087a866af3b6a23cd40470b9fa3873ababe420
12685,-1,-0.07668887776106781,0x7da81916929372dc446b53eda6e7641b8d7be511
12686,-1,-0.07486112769007736,0x7da87bd032959d81bf24eb1cccbad01a512c397c
12697,-1,-0.004134907174110136,0x7dbc62f4979f93cb9c2e8e9c80132a220aa03156
12809,-1,-0.040568403275533904,0x7ee19ca32fdccf5328bdaae675ef3102b45d8652
12851,-1,-0.02965489904984897,0x7f5488c507ab3b0cf18c9d0b10b1decb723cef3d
12921,-1,-0.07486112769007736,0x7ff6f6e71ee8f1ff555becd37f8db7c23f7b8682
12947,-1,-0.07486112769007736,0x80305f734091ab4957a9cdc95e789127cba9f83b
13089,-1,-0.028680838289945387,0x8168829a4d596b3cec0cf55cd95bde95437c3772
13229,-1,-0.016942965494191387,0x82b3e30d22ac5a9002e9f30f15429e9617f06ee6
13259,-1,-0.07668887776106781,0x82e1b0d38011276c2fd0be286dbddc36320bf7e7
13263,-1,-0.057627864872008105,0x82ea35c0b2d42989d0a83d76a099e7e3f4684856
13282,-1,-0.07486112769007736,0x83157aed6a689b3b131d2dadc54fd675892ad837
13464,-1,-0.011282536903404528,0x8537948bed808d2a691635de709535b2f2d33e26
13486,-1,-0.006610607774663713,0x856b6042a7392e52aff2b241b48419b91a0641d9
13565,-1,-0.00731861976767334,0x863592eeba98f317e8c242432b87408b7fc5ace3
13593,-1,-0.028680838289945387,0x865c049e5736d57643eb7b5001406d14ebc72282
13642,-1,-0.07486112769007736,0x86d5d962bfc43b0caae51c51fc7b55ddbe00461d
13661,-1,-0.022230003391573327,0x87025056e409b8d4e62d707219798f3fc53bf76f
13684,-1,-0.02298306747406853,0x874ee5d3c65dc742e58a7effebdea988a96404c2
13806,-1,-0.02298306747406853,0x888888848b652b3e3a0f34c96e00eec0f3a23f72
13932,-1,-0.02298306747406853,0x89e3b84542ea2b123f2f217a0e9a47f70e46f5af
14025,-1,-0.028680838289945387,0x8aa588f679d40f550448c8448d4c0e0fc1b39af2
14146,-1,-0.028680838289945387,0x8be4d6f7dff16c6ff5cabf742d5d98c2286e1dae
14233,-1,-0.07668887776106781,0x8cf59861d74e73d0b44c5b16324cc4dd32b1a20a
14547,-1,-0.010816053749277632,0x8fed85795ae4405e1720074566d3f35dd8353435
14579,-1,-0.05557594941130373,0x90263f7fface15eaac0350ca7f091290bf336c5d
14592,-1,-0.027474923026841735,0x9042393b830d0564e80296af4fa0328222e81c1e
14593,-1,-0.07726211152634666,0x904567252d8f48555b7447c67dca23f0372e16be
14626,-1,-0.07486112769007736,0x90a88898f2deeca58cc30acc338b9c393c4018d2
14633,-1,-0.024725220413163496,0x90b481178202aa07f97d9ef8a0f8651d1f139127
14639,-1,-0.07486112769007736,0x90c0c695d0a19ca90bc55ec8190e3d41aea0dd33
14673,-1,-0.04612982866933257,0x9121368f79f0235d43fa53f4f229e79c8893e20f
14677,-1,-0.07726211152634666,0x912d58de9d0c4f6a72c72234f4e5fa40149c84f6
14727,-1,-0.003023937701971069,0x91c591a9c4f284d59fcad012a6a240fd49541797
14735,-1,-0.003023937701971069,0x91d8ce59bdf63af3ad14525723a68d92a292a0c9
14753,-1,-0.028680838289945387,0x920b9448b675ee843d7f0db129cf12de671888c5
14880,-1,-0.00023368746194885048,0x935d2e470284fb536227a76a723f96a94efae6a9
14961,-1,-0.07804186267736479,0x940a2db1b7008b6c776d4faaca729d6d4a4aa551
15006,-1,-0.0013348001955414412,0x94902498e6a92327c17479c48cb3673c2de9380f
15032,-1,-0.07668887776106781,0x94d694f6b252e7a471762a0f40539b76336c41bf
15046,-1,-0.028680838289945387,0x94f64856e55ab61447f22f90e49ebef60d39b9a1
15106,-1,-0.0013348001955414412,0x95b564f3b3bae3f206aa418667ba000afafacc8a
15196,-1,-0.008612357143427785,0x96ab5a8d7d5ad4015bba7db1e157d4741c922434
15239,-1,-0.006602855516523176,0x9723b6d608d4841eb4ab131687a5d4764eb30138
15248,-1,-0.003023937701971069,0x973a3f6b6944ac9410514eb4b82561ea5f202add
15315,-1,-0.04837652720538943,0x97dad5318c80e208ce5c29fc243cf15e89142192
15336,-1,-0.02298306747406853,0x980c77f8fa1726607dea709dbc5547528306929d
15375,-1,-0.07668887776106781,0x986b538cf56ec13418018c09ed7d1641adc3a411
15449,-1,-0.07668887776106781,0x990cc19a2c0434dc122fa253c6aace06f06781d5
15456,-1,-0.07486112769007736,0x99251812b8f0ea96696e2dcd9cda7779ee1078a9
15576,-1,-0.07486112769007736,0x9a3fde695cc6487837ce0e2dbd04a505475605c9
15600,-1,-0.07668887776106781,0x9a6aafe6e8001bff2f027fc82f73f0ce22d99ef6
15683,-1,-0.041310895831981,0x9b218f845395230dfb0d558f4a7e4fb0be65afb9
15762,-1,-0.07668887776106781,0x9bfc1707a56e9f36b4ad00cd2903073de00d635d
15767,-1,-0.003023937701971069,0x9c0d2305495676eda3f86bbb6f070a5578118ce8
15791,-1,-0.02298306747406853,0x9c3ee3c7e74630d182f6365d00df7e3a2a3703ad
15891,-1,-0.05582844101713924,0x9d411fdfa5076e967f5989000fb5bbf0f8cf0c49
15906,-1,-0.02965489904984897,0x9d71ce49ab8a0e6d2a1e7bfb89374c9392fd6804
15943,-1,-0.07486112769007736,0x9db815ffd5f3a2c0ca7951427a7e85cae34f9bdf
15962,-1,-0.07486112769007736,0x9deda1a897c822b7b4387eda5402d70198c2bd9c
15982,-1,-0.002975270455075063,0x9e2a58d257963a276452fff1be94c0eb7e2775cc
15984,-1,-0.010816053749277632,0x9e2f5e789db66bea222d816b5dd1dc67372775cc
15989,-1,-0.0006523741959784113,0x9e424ac2ff354dc49df2be70cb52c95d5dc6e5cb
16000,-1,-0.05582844101713924,0x9e64ea4e67371de7ea8039c6f992f3029836cf4d
16004,-1,-0.07486112769007736,0x9e6aa42b8a0c1ced42c8593f0597b60cd566f2ab
16009,-1,-0.02298306747406853,0x9e7afb032b96b8614ba4d19489f51a286343b9c9
16054,-1,-0.07668887776106781,0x9ee7f51b14d8481f2d6e388af1240b54fc8751cf
16155,-1,-0.057627864872008105,0x9fd3f6b2a5642ae88dd7d1fe667d00273aef7793
16183,-1,-0.07486112769007736,0xa01c2013b235968dedf87bb1ecd937ce30e0cde8
16204,-1,-0.004549316965019368,0xa0511541835adc1f8e2c80ff57f54b7ae081ffde
16233,-1,-0.07486112769007736,0xa0b0e5c81d64a8168d6915af1373be288e70bb6c
16249,-1,-0.030924954700146334,0xa0cac57acf9f2f2fbe34801f707fbd5c54039bc9
16287,-1,-0.007280883278962258,0xa12c479146c73bfad79e42bdace99b4bf5eaf1b6
16299,-1,-0.003258648314406032,0xa13dcee93c47ea01e9ee43b0487fb26273522344
16315,-1,-0.07486112769007736,0xa1608bc996f5db9ded6c90018ae921a4a4aa9cec
16348,-1,-0.028680838289945387,0xa1da6e1872d4312915423e1cb827b6277c730528
16352,-1,-0.04637912417657719,0xa1ea362887fc0ddb88ec1a464466dccf3ff2a075
16388,-1,-0.049877092291656044,0xa24787320ede4cc19d800bf87b41ab9539c4da9d
16437,-1,-0.057627864872008105,0xa2bfc556c2f08ce3fb0698c3f7b1617fb22b3600
16504,-1,-0.05532354320720445,0xa37862c06e2266f01262b86abd2f23ed8d83e5d4
16512,-1,-0.0006523741959784113,0xa3886cf5c68096a5cc66fa4fc434d6bc6142c5a4
16617,-1,-0.04712751690786454,0xa4aa5bab4f51d2da5a822f58db8b728f2e90b657
16643,-1,-0.04418390169243491,0xa4e5961b58dbe487639929643dcb1dc3848daf5e
16671,-1,-0.030924954700146334,0xa542b59486a23f54646100bc30e966966ee16bcb
16696,-1,-0.028680838289945387,0xa57347a6b47cb22a9c63f9e42ab23242e6aed5ec
16739,-1,-0.07668887776106781,0xa5e5c34e9439a4f2d3d757335a49f99567ff8fd8
16776,-1,-0.02298306747406853,0xa631a53556ac54b357b8b15e62e1b274fa55ecc9
16781,-1,-0.07668887776106781,0xa64811f796bb1602feea1f196c25adcf0dc89bc3
16845,-1,-0.07486112769007736,0xa6e7376c697e0af401917c023891c61f4add4123
16889,-1,-0.02333385555925327,0xa764b83d916b0432e5f1893982cf65d67d104fd5
16916,-1,-0.07486112769007736,0xa7b679ed8adee98537829a7f352d05d6369e3b52
16942,-1,-0.00349343834126703,0xa7e71acd474ffad6b9f40540c5edd3b4b45dfbc9
16971,-1,-0.002554754612945298,0xa832f8348cd19c6b663e97bef1e04878d9454afd
16975,-1,-0.07668887776106781,0xa8427a37c40434de246d404b59e808e5820c25c8
17087,-1,-0.07486112769007736,0xa96cbf0cc46b2510f3b734f5b8e64914e64a57cf
17100,-1,-0.028680838289945387,0xa994e7e790809f71fb3c788202c91ed420cb04b2
17111,-1,-0.003023937701971069,0xa9b0dffc0b28f3452101ee68ecbddd6c70c50db8
17133,-1,-0.07486112769007736,0xa9d9ee9b1c3fbcd4e80ddaae09fa7e1b4f247125
17201,-1,-0.00528151263180443,0xaa8ba7d4611437141192e7ceced531bc0a133efb
17349,-1,-0.003023937701971069,0xabdaae74d8d5fe2007445337504af6d7e81527b7
17457,-1,-0.028680838289945387,0xacb57c90062a5889771430266a186273c909b9e1
17495,-1,-0.07668887776106781,0xad1376696408c4d7841f32b9343d524c864f95f9
17502,-1,-0.011282536903404528,0xad2ce45ad2b3266aacae180403a3650fe99d3e27
17542,-1,-0.07486112769007736,0xad8e2050da9d53bd8ef2f336a6a0919d08999b71
17612,-1,-0.028680838289945387,0xae14c303f6f16bd225a8bcf825bb70c79bb5f8fe
17678,-1,-0.07486112769007736,0xae98a449c50ad301c9dfd5da0d52f270dcd3c431
17703,-1,-0.028680838289945387,0xaee04119ace999d7482217d5ae61a79328ae13e6
